category,message,uz-UZ,oz-UZ,ru-RU,en-US,kk-UZ,tg-TG,kz-KZ,tm-TM,kg-KG
app,"The theoretical semester weeks have expired","Nazariy taʼlim xaftalari tugaganligi sababli topshiriqni oʻzgartirish mumkin emas","Назарий таълим хафталари тугаганлиги сабабли топшириқни ўзгартириш мумкин эмас","Задание не может быть изменено в связи с завершением недели теоретических занятий.",,,,,,
app,"The total load must be greater than 0","Umumiy yuklama ""0"" qiymatdan katta bo'lishi kerak","Умумий юклама ""0"" қийматдан катта бўлиши керак","Общая нагрузка должна быть не менее ""0""","Total academic load must be greater than ""0""",,,,,
app,"The transcript file was created successfully","Transkript fayli muvaffaqiyatli yaratildi","Транскрипт файли муваффақиятли яратилди","Файл транскрипта успешно создан","The transcript file was created successfully",,,,,
app,"The transcript for student {name} has been created for {semester}","Talaba {name} ning {semester} uchun transkripti muvaffaqiyatli yaratildi","Талаба {name} нинг {semester} учун транскрипти муваффақиятли яратилди","Транскрипт за {semester} для студента {name} был успешно создан","The transcript for student {name} has been created for {semester}",,,,,
app,"The transcript for student {name} has been updated for {semester}","Talaba {name} ning {semester} uchun transkripti muvaffaqiyatli o'zgartirildi","Талаба {name} нинг {semester} учун транскрипти муваффақиятли ўзгартирилди","Транскрипт за {semester} для студента {name} был успешно обновлен","The transcript for student {name} has been updated for {semester}",,,,,
app,"The transcript numbered {value} was created already","{value} raqamli transkript avval yaratilgan","{value} рақамли транскрипт аввал яратилган","Транскрипт с номером {value} существует","Transcript with number {value} already exists",,,,,
app,"Third Name","Otasining ismi","Отасининг исми",Отчество,,,,,,
app,"This attendance setting is given","Ushbu davomat chorasi allaqachon ishlatilgan","Ушба давомат чораси аллақачон ишлатилган","Данная мера посещаемости уже используется",,,,,,
app,"This exam type has already been taken","Bunday nazorat allaqachon mavjud","Бундай назорат аллақачон мавжуд","Этот вид экзамена уже существует","This type of exam already exists",,,,,
app,"This is date `{name}` is not period of semester","Sana `{name}` semestr davriga kirmaydi","Сана `{name}` семестр даврига кирмайди","Дата `{name}` не входить в период семестра",,,,,,
app,"This page is for the accounting and dean only.","Ushbu sahifa buxgalteriya va dekan rollari uchun mo'ljallangan","Ушбу саҳифа бухгалтерия ва декан роллари учун мўлжалланган","Эта страница предназначена только для бухгалтерии и декана","This page is for the accounting and dean only.",,,,,
app,"This page is for the dean profile only.","Ushbu funktsiyadan faqat Dekan rolida foydalanish mumkin","Ушбу функциядан фақат Декан ролида фойдаланиш мумкин","Данная функция может быть использована только в роли Декана","This page is for the dean profile only",,,,,
app,"This page is for the deans only.","Ushbu sahifa faqat dekan roli uchun mo'ljallangan","Ушбу саҳифа фақат декан роли учун мўлжалланган","Данная страница предназначена только для роли декана","This page is for the deans only",,,,,
app,"This page is for the department leader only.","Ushbu sahifa faqat kafedra mudiri uchun mo'ljallangan","Ушбу саҳифа  фақат кафедра мудири учун мўлжалланган","Данная страница предназначена только для заведующей кафедры",,,,,,
app,"This page is for the department only.","Ushbu sahifa faqatgina kafedraga taaluqli","Ушбу саҳифа фақатгина кафедрага таалуқли","Данная страница предназначена только для кафедры",,,,,,
app,"This page is for the finance-control only.","Ushbu sahifadan faqatgina moliya-nazorat profilida foydalanish mumkin","Ушбу саҳифадан фақатгина молия-назорат профилида фойдаланиш мумкин","Данная страница доступна только для профиля финансового контроля","This page is for the finance-control only",,,,,
app,"This page is for the marketing only.","Ushbu modul faqatgina buxgalteriyaga tegishli","Ушбу модул фақатгина бухгалтерияга тегишли","Данная модуль предназначена только для бухгалтерии","This module is only for the accounting department",,,,,
app,"This page is for the marketing profile only.","Bu sahifadan faqat marketing profilida foydalanish mumkin","Бу саҳифадан фақат маркетинг профилида фойдаланиш мумкин","Эту страницу можно использовать только в профиле маркетингового отдела","This page is for the marketing profile only",,,,,
app,"This page is for the miniadmin only.","Ushbu funksiyadan faqat miniadmin rolida foydalanish mumkin","Ушбу функциядан фақат миниадмин ролида фойдаланиш мумкин","Данная функция используется только в роле миниадмин","This page is for the miniadmin only",,,,,
app,"This page is for the teacher only.","Ushbu sahifa faqat o'qituvchi uchun mo'ljallangan","Ушбу саҳифа фақат ўқитувчи учун мўлжалланган","Данная страница предназначена только для преподавателя",,,,,,
app,"This task has not yet been given to students","Bu topshiriq hali talabalarga yuborilmagan","Бу топшириқ ҳали талабаларга юборилмаган","Данное задание не выдано к студентам",,,,,,
app,"This topic has already been identified","Bu mavzu allaqachon kiritilgan","Бу мавзу аллақачон киритилган","Данная тема уже использовано","This topic has already been used",,,,,
app,"This training type has already been taken","Bunday mashg'ulot allaqachon mavjud","Бундай машғулот аллақачон мавжуд","Этот вид занятия уже существует","This type of lesson already exists",,,,,
app,"Three-sided Contract","3 tomonlama","3 томонлама",Трехсторонний,,,,,,
app,"Tiklanadigan o'quv reja fanlari","Tiklanadigan o'quv reja fanlari","Тикланадиган ўқув режа фанлари","Предметы восс. учебного плана","Readmission Curr. Courses",,,,,
app,"Tiklanadigan o'quv rejasi va semestrni tanlang","Tiklanadigan o'quv rejasi va semestrni tanlang","Тикланадиган ўқув режа ва семестрни танланг","Выберите восстанов. учебный план и семестр",,,,,,
app,"Tiklash natijasi","Tiklash natijasi","Тиклаш натижаси","Результат восстановление","Readmission Result",,,,,
app,"Tiklash parameterlari","Tiklash parameterlari","Тиклаш параметрлари","Параметры восстановления","Readmission parametrs",,,,,
app,Time,Vaqt,Вақт,Время,,,,,,
app,"Time distribution","Vaqtni taqsimlash","Вақтни тақсимлаш","Распределение времени",,,,,,
app,Tin,STIR,СТИР,ИНН,,,,,,
app,Title,Sarlavha,Сарлавҳа,Тема,,,,,,
app,"Tizim serverida internetga chiqish mavjud emas","Tizim ishlayotgan serverda internet bilan bog'lanish mavjud emas","Тизим ишлаётган серверда Интернет билан боғлиниш мавжуд эмас","На сервере, на котором работает система, отсутствует подключения к Интернету","The server running the system does not have an Internet connection",,,,,
app,To:,Kimga:,Кимга:,Кому:,,,,,,
app,"To'g'ri javoblar soni kamida 1 ta bo'lishi kerak","To'g'ri javoblar soni kamida bitta bo'lishi kerak","Тўғри жавоблар сони камида битта бўлиши керак","Количество правильных ответов должно быть не менее одного",,,,,,
app,"To‘lov turlari","To‘lov turlari","Тўлов турлари","Виды оплаты",,,,,,
app,"To‘lov turlari nomlari","To‘lov turlari","Тўлов турлари","Виды оплаты",,,,,,
app,"To Order",Buyurtma,Буюртма,Заказать,,,,,,
app,Topic,Mavzu,Мавзу,Тема,,,,,,
app,Topics,"Mavzu soni","Мавзу сони","Кол-во тем",Topics,,,,,
app,"To'plagan ball (baho)","To'plagan ball (baho)","Тўплаган балл (баҳо)","Набранный балл (оценка)","Accumulated Score (Grade)",,,,,
app,"Topshiriqlar ro'yxatiga qaytish","Topshiriqlar ro'yxatiga qaytish","Топшириқлар рўйхатига қайтиш","Назад к списку заданий",,,,,,
app,"Topshiriqqa oid fayllar:","Topshiriq fayllari","Топшириқ файллари","Файлы задания",,,,,,
app,"To: {recipient}","Kimga: {recipient}","Кимга: {recipient}","Кому: {recipient}",,,,,,
app,Total,Jami,Жами,Всего,,,,,,
app,"Total acload",Yuklama,Юклама,"Акад. нагрузка",Acload,,,,,
app,"Total Acload","Umumiy yuklama","Умумий юклама","Общая нагрузка",,,,,,
app,"Total acload, credit, count of weeks is not suitable","Kredit, Umumiy  yuklama va haftalar soni bir-biriga muvofiq emas","Кредит, Умумий юклама ва хафталар сони бир-бирига мувофиқ эмас","Кредит, общая нагрузка и количество недель несовместимы",,,,,,
app,"Total hours / credit","Umumiy soat / Kredit","Умумий соат / Кредит","Всего часов / Кредит","Total hours / Credit",,,,,
app,"Total Point",Jami,Жами,Всего,,,,,,
app,Tozalash,Tozalash,Тозалаш,Очистить,Clear,,,,,
app,T/r,N,№,№,N,,,,,
app,T/R,T/R,Т/Р,№,N,,,,,
app,Trailer,"Buyruq xulosasi","Буйруқ хулосаси","Заключение приказа",,,,,,
app,"Training Contract","Asos (Buyruq)","Асос (буйруқ)","Основание (приказ)","Document (order)",,,,,
app,"Training Date End","Tugash sanasi","Тугаш санаси","Дата завершения","End Date",,,,,
app,"Training Date Start","Boshlanish sanasi","Бошланиш санаси","Дата начало","Start Date",,,,,
app,"Training List","Darslar ro'yxati","Дарслар рўйхати","Список уроков",,,,,,
app,"Training Period","O'qish muddati","Ўқиш муддати","Период обучения",,,,,,
app,"Training Place","O'qish joyi","Ўқиш жойи","Место ПК",,,,,,
app,Trainings,Mashg'ulotlar,Машғулотлар,"Учебные занятия",,,,,,
app,"Training Title","Malaka oshirish mavzusi","Малака ошириш мавзуси","Тема повышение квалификации",,,,,,
app,"Training Type",Mashg'ulot,Машғулот,Занятие,,,,,,
app,"Training Year",Yil,Йил,Год,,,,,,
app,"Transcript Information","Transkript ma'lumotlari","Транскрипт маълумотлари","Информация транскрипта","Transcript Information",,,,,
app,Transfer,Ko'chirish,Кўчириш,Перевод,,,,,,
app,"Transfer Academic Leave","Akademik ta'til","Академик таътил","Академ. отпуск","Academic Leave",,,,,
app,"Transfer Graduate","O'qishni bitirish","Ўқишни битириш","Выпуск студента",Graduation,,,,,
app,"Transfer Graduate Simple","O'qishni tamomlash","Ўқишни тамомлаш","Завершение учебы","Student Graduation",,,,,
app,"Transfer Restore","O'qishni tiklash","Ўқишни тиклаш",Восстановление,Readmission,,,,,
app,"Transfer Return","O'qishga qaytarish","Ўқишга қайтариш","Возврат к учебу","Back to study",,,,,
app,"Transfer Status","Talaba holati","Талаба ҳолати","Статус студента","Student Status",,,,,
app,"Transfer Student Course Expel","Kursdan qoldirish","Курсдан қолдириш","Исключение из курса","Leave in level",,,,,
app,"Transfer Student Course Transfer","Kursga o'tkazish","Курсга ўтказиш","Перевод на курс","Transfer (level)",,,,,
app,"Transfer Student Expel",Chetlashtirish,Четлаштириш,Отчисление,"Student Expel",,,,,
app,"Transfer Student Group","Talabani ko'chirish","Талабани кўчириш","Перевод студента","Student Transfer",,,,,
app,"Transfer Student Transfer","Ko'chirish (semestr)","Кўчириш (семестр)","Перевод (семестр)","Transfer (semester)",,,,,
app,"Transfer to Course",O'tkazish,Ўтказиш,Перевод,Transfer,,,,,
app,"Transfer To Operation","Talaba statusi","Талаба статуси","Статус студента",,,,,,
app,"Transfer To Return","O'qishga qaytarish","Ўқишга қайтариш","Возврат к учебу","Back to study",,,,,
app,"Transfer To Transfer","Semestrga o'tkazish","Семестрга ўтказиш","Перевод в семестр",,,,,,
app,Translation,Tarjima,Таржима,Перевод,,,,,,
app,Translations,Tarjimalar,Таржималар,Переводы,,,,,,
app,"Translation updated successfully","Tarjima muvaffaqiyatli o‘zgartirildi","Таржима муваффақиятли ўзгартирилди","Перевод успешно обновлен",,,,,,
app,"Transliterate Uzbek","O‘zbekcha transliteratsiya","Ўзбекча транслитерация","Транслитерация узбекский",,,,,,
app,Trash,Korzina,Корзина,Корзина,,,,,,
app,"Trash Message",O'chirish,Ўчириш,Удалить,,,,,,
app,"Tugash vaqati boshlanish vaqtidan katta bo'lishi kerak","Tugash sanasi boshlanish sanasidan katta bo'lishi kerak","Тугаш санаси бошланиш санасидан катта бўлиши керак","Дата окончания должна быть больше даты начала","The end date must be greater than the start date",,,,,
app,"Tugash vaqti boshlanish vaqtidan katta bo'lishi kerak","Tugash vaqti boshlanish vaqtidan katta bo'lishi kerak","Тугаш вақти бошланиш вақтидан катта бўлиши керак","Дата окончания должна быть позже чем даты начала",,,,,,
app,"Tug'ilgan sana","Tug‘ilgan sana","Туғилган сана","Дата рождения","Date of birth",,,,,
app,"Tuman va shaharlar nomlari","Tuman va shaharlar","Туман ва шаҳарлар","Районы и города",,,,,,
app,Türkmence,Türkmence,Türkmence,Türkmence,,,,,,
app,"Tutor Groups",Guruhlar,Гуруҳлар,Группы,"Tutor Groups",,,,,
app,"Tutor {name}ga ushbu {group} guruhi biriktirilmagan","Tyutor {name}ga ushbu {group} guruh biriktirilmagan","Тьютор {name}га ушбу {group} гуруҳ бириктирилмаган","Нет доступа к данным группы {group} для тьютора {name}","Tutor {name} does not have access to the data of the group {group}",,,,,
app,Type,Turi,Тури,Вид,,,,,,
app,"Type of Contract","Shartnoma turi","Шартнома тури","Вид контракта",,,,,,
app,"Type of Contract [{code}] created successfully","Shartnoma turi [{code}] muvaffaqiyatli yaratildi","Шартнома тури  [{code}] муваффақиятли яратилди","Вид контракта [{code}] успешно создан",,,,,,
app,"Type of Contract [{code}] is deleted successfully","Shartnoma turi [{code}] muvaffaqiyatli o'chirildi","Шартнома тури  [{code}] муваффақиятли ўчирилди","Вид контракта [{code}] успешно удален",,,,,,
app,"Type of Contract [{code}] updated successfully","Shartnoma turi [{code}] muvaffaqiyatli o'zgartirildi","Шартнома тури  [{code}] муваффақиятли ўзгартирилди","Вид контракта [{code}] успешно обновлен",,,,,,
app,"Types of contracts were identified for students in the group.","Talaba uchun shartnoma turi muvaffaqiyatli belgilandi","Талаба учун шартнома тури муваффақиятли белгиланди","Вид контракта для студента успешно определен","The type of contract for the student has been successfully identified",,,,,
app,Uid,Uid,Uid,Uid,,,,,,
app,"UI Translation","UI tarjimasi","UI таржимаси","UI перевод",,,,,,
app,Umumiy,Umumiy,Умумий,Общий,,,,,,
app,"Umumiy soat / kredit","Yuklama / Kredit","Юклама / Кредит","Нагрузка / Кредит","Acload / Credit",,,,,
app,unauthorized,ruxsatsiz,Рухсатсиз,"Не авторизованно",,,,,,
app,University,OTM,ОТМ,ВУЗ,,,,,,
app,"University Accreditation","OTM akkreditasiyasi","ОТМ аккредитацияси","Аккредитация вуза","University Accreditation",,,,,
app,"University Code","OTM kodi","ОТМ коди","Код ВОУ",,,,,,
app,"University credential is not suitable for the university {name}","Universitet avtorizatsiya ma’lumotlari {name} uchun mos kelmayapti","Университет авторизация маълумотлари {name} учун мос келмаяпти","Авторизационные данные университета не подходят для университета {name}",,,,,,
app,"University Data","OTM ma'lumotlari","ОТМ маълумотлари","Данные о вузе",,,,,,
app,"University data updated successfully","OTM ma’lumotlari muvaffaqiyatli o‘zgartirildi","ОТМ маълумотлари муваффақиятли ўзгартирилди","Данные ВУЗа успешно обновлены",,,,,,
app,"University Departments, Sections and Faculties","Universitet strukturaviy bo'linmalari","Университет структуравий бўлинмалари","Структурные подразделения университета",,,,,,
app,"University Form","OTM shakli","ОТМ шакли","Форма ВУЗа",,,,,,
app,"University Login to authenticate for HEMIS","HEMIS tizimiga kirish uchun Universitet Logini","HEMIS тизимига кириш учун университет Логини","Логин университета для аутентификации в HEMIS",,,,,,
app,"University Name","OTM nomi","ОТМ номи","Название вуза","University Name",,,,,
app,"University Password to authenticate for HEMIS","HEMIS tizimiga kirish uchun Universitet Paroli","HEMIS тизимига кириш учун университет Пароли","Пароль университета для аутентификации в HEMIS",,,,,,
app,"University Type","OTM turi","ОТМ тури","Виды ВУЗа",,,,,,
app,Unpublish,Qaytarish,Қайтариш,Вернуть,,,,,,
app,Update,O‘zgartirish,Ўзгартириш,Обновить,,,,,,
app,updated,Yangilangan,Янгиланган,Обновлен,,,,,,
app,"Updated At",O‘zgartirilgan,Ўзгартирилган,Обновлен,,,,,,
app,"Upload Max Size","Maks. hajm","Макс. ҳажм","Макс. размер",,,,,,
app,"Upload Translation","Tarjimani yuklash","Таржимани юклаш","Загрузить перевод",,,,,,
app,"Upload university logo with size up to 512x512px","Logotip o'lchami: < 512x512px","Логотип ўлчами: < 512x512px","Размер логотипа: < 512x512px","Logo size up to 512x512px",,,,,
app,"Upload Usasbo Id","ID Yuklash","ID Юклаш","Загрузка ID","Upload ID",,,,,
app,"Use only alpha-number characters and underscore","Faqatgina harfli va raqamli belgilardan hamda pastki chiziqchadan foydalaning","Фақатгина ҳарфли ва рақамли белгилардан ҳамда пастки чизиқчадан фойдаланинг","Используйте только буквенно-цифровые символы и подчеркивание",,,,,,
app,User,Foydalanuvchi,Фойдаланувчи,Пользователь,,,,,,
app,"User has no roles","Foydalanuvchi rollarga ega emas","Фойдаланувчи ролларга эга эмас","У пользователя нет ролей",,,,,,
app,"User role changed to {name}","Foydalanuvchi roli {name} ga o'zgartirildi","Фойдаланувчи роли {name} га ўзгартирилди","Роль пользователя изменена на {name}",,,,,,
app,"User Roles","Foydalanuvchi rollari","Фойдаланувчи роллари","Роли пользователей",,,,,,
app,"Ushbu amalni bajarishni tasdiqlaysizmi?","Ushbu amal bajarilgandan so'ng uni ortga qaytarib bolmaydi. Amalni bajarishni tasdiqlaysizmi?","Ушбу амал бажарилгандан сўнг уни ортга қайтариб бўлмайди. Амални бажаришни тасдиқлайсизми?","Как только это будет сделано, его нельзя будет отменить. Вы подтверждаете действие?",,,,,,
app,"Ushbu davrga dars soatlari belgilanmagan","Ushbu davrga dars soatlari belgilanmagan","Ушбу даврга дарс соатлари белгиланмаган","Часы занятий на этот период не установлены",,,,,,
app,"Ushbu foydalanuvchida lavozim ma'lumotlari mavjud emas","Ushbu foydalanuvchida lavozim ma'lumotlari mavjud emas","Ушбу фойдаланувчида лавозим маълумотлари мавжуд эмас","Нет информации о должности данного пользователя","No information about the position of this user",,,,,
app,"Ushbu imtihonga ruhsat etilmagansiz","Sizga ushbu imtihonni topshirishga ruxsat berilmagan","Сизга ушбу имтиҳонни топширишга рухсат берилмаган","Вам не разрешено сдавать этот экзамен",,,,,,
app,"Ushbu klassifikatorda o'zgarishlar mavjud emas","Ushbu klassifikatorda o'zgarishlar mavjud emas","Ушбу классификаторда ўзгаришлар мавжуд эмас","В этом классификаторе нет изменений",,,,,,
app,"Ushbu o'quv rejaga fanlar biriktirilmagan","Ushbu o'quv rejaga fanlar biriktirilmagan","Ушбу ўқув режага фанлар бириктирилмаган","К этому учебному плану не включены предметы","There are no courses included to this curriculum",,,,,
app,"Ushbu passport {serial} bilan boshqa {name} ismli talabaga ID raqam berilgan","Ushbu passport {serial} bilan boshqa {name} ismli talabaga ID raqam berilgan","Ушбу паспорт {serial} билан бошқа {name} исмли талабага ID рақам берилган","По данному паспорту {serial} другому студенту {name} выдан ID номер",,,,,,
app,"Ushbu {pin} PNFL raqamga ega hamda {status} statusga ega talaba mavjud","Tizimda {pin} JSHSHIR raqamli {status} statusiga ega talaba mavjud bo'lganligi uchun ushbu talabani kiritolmaysiz","Тизимда {pin} ЖШШИР рақамли {status} статусига эга талаба мавжуд бўлганлиги учун ушбу талабани киритолмайсиз","Вы не можете ввести этого студента, потому что в системе имеется студент с данным кодом ПИНФЛ {pin} на статусе {status}","You cannot enter this student, because the system has a student with the given PINFL code {pin} on the status {status}",,,,,
app,"Ushbu talaba uchun quyidagi yozuvlar mavjud","Talaba tizimda mavjud!!!","Талаба тизимда мавжуд!!!","Студент доступен в системе!!!","Student is available in the system!!!",,,,,
app,"Ushbu talaba uchun tanlangan semestrga shaxsiy jadval yaratilgan.","Ushbu talaba uchun tanlangan semestrga shaxsiy jadval yaratilgan","Ушбу талаба учун танланган семестрга шахсий график яратилган","Индивидуальный план на выбранный семестр для данного студента уже создано","Self Plan for the selected semester has already been created for this student",,,,,
app,"Ushbu test bo'yicha urinishlar soni tugagan","Ushbu test bo'yicha urinishlar soni tugagan","Ушбу тест бўйича уринишлар сони тугаган","Количество попыток закончилось",,,,,,
app,"Ushbu testni ishlash avvalroq boshqa qurilmada boshlangan. Birinchi boshlangan qurilma yakunlanmagunga qadar siz ushbu qurilmadan testga kira olmaysiz.","Testni topshirish boshqa qurilmada amalga oshirilmoqda. Topshirilayotgan test yakunlanmaguncha bu qurilmadan testga kirolmaysiz.","Тестни топшириш бошқа қурилмада амалга оширилмоқда. Топширилаётган тест якунланмагунча бу қурилмадан тестга киролмайсиз.","Тест проводится на другом устройстве. Вы не сможете пройти тест с этого устройства, пока запущенный тест не будет завершен.","Test is being run on a different device. You will not be able to take a test from this device until the test that is running is completed.",,,,,
app,"Ushbu tizim Oliy va o'rtamaxsus ta'lim vazirligining HEMIS axborot tizimi bilan integratsiyalashgan holda ishlashi belgilangan. Funksional vazifalar to'g'ri ishlashi uchun tizimni HEMIS tizimda autentifikatsiyadan o'tkizishingiz shart.","Tizim funksiyalari to'g'ri ishlashi uchun vazirlikning HEMIS axborot tizimida autentifikatsiyadan  o'tishingiz zarur.","Тизим функсиялари тўғри ишлаши учун вазирликнинг HEMIS ахборот тизимида аутентификатсиядан  ўтишингиз зарур","Вы должны пройти аутентификацию в информационной системе министерства HEMIS для правильной работы системы.",,,,,,
app,"Uslubiy ishlar turlari","Uslubiy ishlar turlari","Услубий ишлар турлари","Виды методических работ",,,,,,
app,"Uslubiy ishlar turlari nomlari","Uslubiy ishlar turlari","Услубий ишлар турлари","Виды методических работ",,,,,,
app,"Uzasbo data [{id}] updated successfully","Uzasbo kod [{id}] muvaffaqiyatli o'zgartirildi","УзАСБО код [{id}] муваффақиятли ўзгартирилди","УзАСБО код [{id}] успешно изменен","Uzasbo data [{id}] updated successfully",,,,,
app,"Uzasbo Id Number","Talaba Uzasbo Id raqami","Талаба УзАСБО ID рақами","УзАСБО ID код студента","Uzasbo Id Number",,,,,
app,"Uzasbo Id Number {value} was created already","{value} raqamdan foydalanilgan","{value} рақамидан фойдаланилган","Код {value} уже используется","Number {value} is already used",,,,,
app,"UzAsbo Id updated successfully","Talabalarning UzASBO kodlari muvaffaqiyatli yuklandi!!!","Талабаларнинг УзАСБО кодлари муваффақиятли юкланди!!!","УзАСБО коды студентов успешно загружены !!!","Student's UzASBO codes have been successfully uploaded !!!",,,,,
app,"{value} raqamli jadval avval yaratilgan","{value} raqamli shaxsiy jadval avval yaratilgan","{value} рақамли шахсий жадвал аввал яратилган","Индивидуальный план с номером {value} существует","The table with number {value} already exists",,,,,
app,"Variantlar soni kamida 1 ta bo'lishi kerak","Variantlar soni kamida bitta bo'lishi kerak","Вариантлар сони камида битта бўлиши керак","Количество вариантов должно быть не менее одного","The number of options must be at least one",,,,,
app,Version,Versiya,Версия,Версия,,,,,,
app,View,Ko'rish,Кўриш,Просмотр,,,,,,
app,"View Academic Information","Akademik ma'lumotnomani ko'rish","Академик маълумотномани кўриш","Просмотр академической справки","View Academic Information",,,,,
app,"View Academic Sheet",Ko'rish,Кўриш,Просмотр,View,,,,,
app,"View all","Barchasini ko‘rish","Барчасини кўриш","Посмотреть все",,,,,,
app,"View Contract",Amal,Амал,Функция,,,,,,
app,"View Contract Information","Shartnomani tahrirlash","Шартномани таҳрирлаш","Редактирование контракта",,,,,,
app,"View Records","Baholarni ko'rish","Баҳоларни кўриш","Просмотр оценок",,,,,,
app,"View Scholarship Information","Stipendiya anketasi","Стипендия анкетаси","Анкета стипендии","Scholarship Information",,,,,
app,"Viloyat, tuman va shaharlar","Viloyat, tuman va shaharlar","Вилоят, туман ва шаҳарлар","Области, районы и города",,,,,,
app,Volume,Sig'im,Сиғим,Объем,,,,,,
app,Waiting,Kutmoqda,Кутмоқда,"В ожидании",,,,,,
app,Week,Xafta,Хафта,Неделя,,,,,,
app,"Week position","Hafta raqami","Хафта рақами","Номер недели","Week position",,,,,
app,"Weeks [lessons]","Xaftalar [dars]","Хафталар [дарс]","Недели [занятия]",,,,,,
app,"Work Name","Nashr nomi","Нашр номи","Название публикации",,,,,,
app,"Work Place","Ish joyi","Иш жойи","Место работы",,,,,,
app,"Workplace Compatibility","Yo'nalishga mosligi","Йўналишга мослиги",Соответствие,"Matching to specialty",,,,,
app,"Write message here ...","Xabarni shu yerga yozing ...","Хабарни шу ерга ёзинг ...","Напишите сообщение здесь ...",,,,,,
app,"Wrong mobile phone number","Noto‘g‘ri mobil telefon raqami","Нотўғри мобил телефон рақами","Неверный номер мобильного телефона",,,,,,
app,"X Ip","X Ip","X Ip","X Ip",,,,,,
app,"Xodimlar toifalari","Xodimlar toifalari","Ходимлар тоифалари","Категории сотрудников",,,,,,
app,"Yakuniy davlat attestatsiyalari natijalari","Yakuniy davlat attestatsiyalari natijalari","Якуний давлат аттестациялари натижалари","Результаты итоговых государственных аттестаций","Results of final state attestations",,,,,
app,Yakunlash,Yakunlash,Якунлаш,Завершение,Finish,,,,,
app,"Yangi resurs qo'shish","Yangi resurs qo'shish","Янги ресурс қўшиш","Добавить новый ресурс",,,,,,
app,"Yangi xabar yozish","Yangi xabar yozish","Янги хабар","Создать сообщение",,,,,,
app,Year,"O'quv yili","Ўқув йили","Учебный год",,,,,,
app,"Year Of Enter","O‘qishga kirgan yili","Ўқишга кирган йили","Дата поступления",,,,,,
app,"Year Of Entered","Qabul qilingan yili","Қабул қилинган йили","Год приема","Admission year",,,,,
app,"Year Of Graduated","Tugatayotgan yil","Тугатаётган йил","Год окончание","Graduation year",,,,,
app,"{years} years, {months} month","{years} yil, {months} oy","{years} йил, {months} ой","{years} г. {months} мес.",,,,,,
app,Yes,Ha,Ҳа,Да,,,,,,
app,YN,YN,ЯН,ИК,,,,,,
app,Yo'q,Yo'q,Йўқ,Нет,,,,,,
app,Yoshi,Yoshi,Ёши,Возраст,Age,,,,,
app,"You are not allowed to perform this action.","Sizga ushbu harakatni bajarishga ruxsat etilmagan","Сизга ушбу ҳаракатни бажаришга рухсат этилмаган","Вам не разрешено выполнять это действие.",,,,,,
app,"You are transferring students for a semester. Are you really continuing?","Talabalarni boshqa semestrga registratsiya qilish amalga oshirilmoqda. Davom ettirishni istaysizmi?","Талабаларни бошқа семестрга регистрация қилиш амалга оширилмоқда. Давом эттиришни истайсизми?","Выполняется регистрация студентов на следующий семестр. Вы хотите продолжить?",,,,,,
app,"You cannot delete backups after a week","Bir xaftadan so'ng zaxiralarni o'chirolmaysiz","Бир хафтадан сўнг захираларни ўчиролмайсиз","Вы не можете удалить резервные копии через неделю",,,,,,
app,"You cannot get a reference for the selected semester","Joriy semestr uchun yana bitta ma'lumotnoma ololmaysiz","Жорий семестр учун яна битта маълумотнома ололмайсиз","Вы не можете получить еще одну справку для текущего семестра","You cannot get one more reference for the selected semester",,,,,
app,"You cannot order a contract for the selected academic year","Siz tanlangan o'quv yili uchun shartnoma buyurtma qilolmaysiz","Сиз танланган ўқув йили учун шартнома буюртма қилолмайсиз","Вы не можете заказать контракт на выбранный учебный год",,,,,,
app,"You have logged in successfully","Siz tizimga muvaffaqiyatli kirdingiz","Сиз тизимга муваффақиятли кирдингиз","Вы успешно вошли в систему",,,,,,
app,"You have logged out","Siz tizimdan chiqdingiz","Сиз тизимдан чиқдингиз","Вы вышли из системы",,,,,,
app,"Your profile updated successfully","Profilingiz muvaffaqiyatli o'zgartirildi","Профилингиз муваффақиятли ўзгартирилди","Ваш профиль успешно обновлен",,,,,,
app,"Your Result",Natija,Натижа,Результат,,,,,,
app,"Yuklab olish","Yuklab olish","Юклаб олиш",Загрузить,,,,,,
app,"Yuklab olish ({size})","Yuklab olish ({size})","Юклаб олиш ({size})","Скачать ({size})",,,,,,
app,Yuklama,Yuklama,Юклама,Нагрузка,,,,,,
app,YYYY-MM-DD,YYYY-MM-DD,YYYY-MM-DD,YYYY-MM-DD,,,,,,
app,"YYYY-MM-DD H:i","YYYY-MM-DD H:M","YYYY-MM-DD H:M","YYYY-MM-DD H:M",,,,,,
app,"Дарс жадваллари","Dars jadvallari","Дарс жадваллари","Расписание занятий",,,,,,
app,Кыргызча,Кыргызча,Кыргызча,Кыргызча,,,,,,
app,Қазақча,Қазақча,Қазақча,Қазақча,,,,,,
app,Қарақалпақша,Қарақалпақша,Қарақалпақша,Қарақалпақша,,,,,,
app,Русский,Русский,Русский,Русский,,,,,,
app,Тоҷикӣ,Тоҷикӣ,Тоҷикӣ,Тоҷикӣ,,,,,,
app,Ўзбекча,Ўзбекча,Ўзбекча,Ўзбекча,,,,,,
app*,"File is too large","Fayl hajmi juda katta","Файл ҳажми жуда катта","Файл слишком большой",,,,,,
app*,"File is too small","Fayl hajmi juda kichik","Файл ҳажми жуда кичик","Файл слишком маленький",,,,,,
